,Protocol,NumDaysRunning,isDex,isPLF,isStaking,NumHacks,EaseofUse,NumAirdrops,TokenMktCap_SMA,TokenTotalVolume_SMA,TwitterFollowers_SMA,Tweets_SMA,Favourites_SMA,NativeTokenPrice_SMA,NativeTokenReturns_SMA,TokenMktShare,SuccessFactor_1
165,AAVE V1,165.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,44863.61,1776.64,1581.91,15.73,0.0,1.18,4.0
166,AAVE V1,166.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,44902.86,1781.48,1587.8,15.73,0.0,1.18,4.0
167,AAVE V1,167.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,44942.93,1786.39,1593.73,15.73,0.0,1.18,4.0
168,AAVE V1,168.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,44984.57,1791.18,1599.36,15.73,0.0,1.18,4.0
169,AAVE V1,169.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,45029.3,1796.0,1604.91,15.73,0.0,1.18,4.0
170,AAVE V1,170.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,45077.5,1800.8,1610.52,15.73,0.0,1.18,4.0
171,AAVE V1,171.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,45129.98,1805.5,1586.73,15.73,0.0,1.18,4.0
172,AAVE V1,172.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,45185.55,1810.23,1592.45,15.73,0.0,1.18,4.0
173,AAVE V1,173.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,45244.43,1814.95,1598.18,15.73,0.0,1.18,4.0
174,AAVE V1,174.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,45304.82,1819.66,1604.05,15.73,0.0,1.18,3.0
175,AAVE V1,175.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,45366.68,1824.36,1610.11,15.73,0.0,1.18,3.0
176,AAVE V1,176.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,45429.61,1829.05,1616.16,15.73,0.0,1.18,3.0
177,AAVE V1,177.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,45494.07,1833.39,1621.89,15.73,0.0,1.18,3.0
178,AAVE V1,178.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,45558.84,1837.43,1627.5,15.73,0.0,1.18,3.0
179,AAVE V1,179.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,45599.82,1839.38,1631.56,15.73,0.0,1.18,2.0
180,AAVE V1,180.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,45640.8,1841.26,1635.54,15.73,0.0,1.18,2.0
181,AAVE V1,181.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,45705.46,1845.04,1641.0,15.73,0.0,1.18,2.0
182,AAVE V1,182.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,45771.26,1848.91,1646.48,15.73,0.0,1.18,2.0
183,AAVE V1,183.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,45812.36,1850.74,1650.36,15.73,0.0,1.18,2.0
184,AAVE V1,184.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,45879.15,1854.4,1656.0,15.73,0.0,1.18,2.0
185,AAVE V1,185.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,45946.94,1858.02,1661.57,15.73,0.0,1.18,2.0
186,AAVE V1,186.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,46017.6,1861.68,1667.13,15.73,0.0,1.18,2.0
187,AAVE V1,187.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,46091.28,1865.36,1672.81,15.73,0.0,1.18,2.0
188,AAVE V1,188.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,46169.06,1869.17,1678.34,15.73,0.0,1.18,2.0
189,AAVE V1,189.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,46251.94,1872.94,1684.34,15.73,0.0,1.18,2.0
190,AAVE V1,190.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,46336.55,1877.23,1690.47,15.73,0.0,1.18,2.0
191,AAVE V1,191.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,46423.13,1881.53,1696.53,15.73,0.0,1.18,2.0
192,AAVE V1,192.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,46511.28,1885.79,1730.21,15.73,0.0,1.18,2.0
193,AAVE V1,193.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,46602.81,1890.04,1736.26,15.73,0.0,1.18,2.0
194,AAVE V1,194.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,46697.53,1894.38,1742.32,15.73,0.0,1.18,2.0
195,AAVE V1,195.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,46794.17,1898.72,1720.94,15.73,0.0,1.18,2.0
196,AAVE V1,196.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,46892.72,1903.0,1727.02,15.73,0.0,1.18,2.0
197,AAVE V1,197.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,46994.74,1907.47,1733.4,15.73,0.0,1.18,2.0
198,AAVE V1,198.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,47104.43,1911.98,1739.96,15.73,0.0,1.18,2.0
199,AAVE V1,199.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,47216.85,1916.3,1746.43,15.73,0.0,1.18,2.0
200,AAVE V1,200.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,47332.89,1920.62,1725.3,15.73,0.0,1.18,2.0
201,AAVE V1,201.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,47454.32,1925.02,1731.83,15.73,0.0,1.18,2.0
202,AAVE V1,202.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,47578.77,1929.32,1738.43,15.73,0.0,1.18,2.0
203,AAVE V1,203.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,47652.4,1931.25,1743.31,15.73,0.0,1.18,2.0
204,AAVE V1,204.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,47726.41,1933.14,1747.98,15.73,0.0,1.18,2.0
205,AAVE V1,205.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,47801.42,1935.12,1752.68,15.73,0.0,1.18,2.0
206,AAVE V1,206.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,47930.56,1938.84,1758.76,15.73,0.0,1.18,2.0
207,AAVE V1,207.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,48063.14,1942.58,1764.88,15.73,0.0,1.18,3.0
208,AAVE V1,208.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,48198.64,1946.32,1771.02,15.73,0.0,1.18,3.0
209,AAVE V1,209.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,48336.58,1950.1,1777.22,15.73,0.0,1.18,3.0
210,AAVE V1,210.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,48473.7,1953.9,1783.02,15.73,0.0,1.18,3.0
211,AAVE V1,211.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,48615.12,1957.78,1789.24,15.73,0.0,1.18,2.0
212,AAVE V1,212.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,48756.3,1961.52,1769.0,15.73,0.0,1.18,2.0
213,AAVE V1,213.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,48899.12,1965.24,1748.7,15.73,0.0,1.18,2.0
214,AAVE V1,214.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,49043.72,1968.96,1728.42,15.73,0.0,1.18,2.0
215,AAVE V1,215.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,49190.68,1972.72,1708.24,15.73,0.0,1.18,2.0
216,AAVE V1,216.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,49339.5,1976.42,1714.24,15.73,0.0,1.18,2.0
217,AAVE V1,217.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,49490.94,1980.1,1720.3,15.73,0.0,1.18,2.0
218,AAVE V1,218.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,49643.4,1983.86,1726.44,15.73,0.0,1.18,2.0
219,AAVE V1,219.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,49799.54,1987.6,1732.68,15.73,0.0,1.18,2.0
220,AAVE V1,220.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,49955.58,1991.36,1739.22,15.73,0.0,1.18,2.0
221,AAVE V1,221.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,50111.56,1995.02,1771.56,15.73,0.0,1.18,2.0
222,AAVE V1,222.0,0.0,1.0,0.0,0.0,3.25,0.0,45070668.05,59594.22,50268.94,1998.64,1777.94,15.73,0.0,1.18,3.0
